"","cell1","cell2","cell3","cell4","cell5","cell6","cell7","cell8","cell9","cell10","cell11","cell12","cell13","cell14","cell15","cell16","cell17","cell18","cell19","cell20","cell21","cell22","cell23","cell24","cell25","cell26","cell27","cell28","cell29","cell30","cell31","cell32","cell33","cell34","cell35","cell36","cell37","cell38","cell39","cell40","cell41","cell42","cell43","cell44","cell45","cell46","cell47","cell48","cell49","cell50","cell51","cell52","cell53","cell54","cell55","cell56","cell57","cell58","cell59","cell60","cell61","cell62","cell63","cell64","cell65","cell66","cell67","cell68","cell69","cell70","cell71","cell72","cell73","cell74","cell75","cell76","cell77","cell78","cell79","cell80","cell81","cell82","cell83","cell84","cell85","cell86","cell87","cell88","cell89","cell90","cell91","cell92","cell93","cell94","cell95","cell96","cell97","cell98","cell99","cell100"
"gene336",313.725593586239,0,0,0,0,173.639456900602,0,437.094056454813,0,0,0,0,0,0,0,91.564304451356,14.6209296672165,0,366.363552288761,351.932058910309,488.025377570335,32.5656958190626,0,0,138.294788676623,131.71692252542,364.076712454115,111.276106788124,799.631236347408,0,0,0,774.224538751607,84.1712225316789,0,131.198648997556,0,0,0,0,0,0,0,0,138.796438265127,174.661735889592,98.0173729447176,0,0,0,0,0,274.866919149432,72.4953569605709,387.375492601333,0,0,72.0744683957094,0,0,0,0,381.363288417504,0,466.36694719481,0,0,0,296.780996726123,23.6237990255376,0,0,0,1999.31233339,0,0,652.69254799678,131.89630798174,0,0,271.516613934724,0,78.2258998073039,0,149.819592883501,121.55352606766,0,0,0,0,0,1092.21826013459,0,18.7900937611034,795.005546819789,0,0,0,0,0
"gene337",0,0,0,0,0,210.263023237346,0,0,164.127492145536,490.43334551748,0,0,0,0,3092.30722151363,0,0,0,0,0,445.079927892505,0,0,0,0,0,0,11.0130979774392,47.5992427634082,0,0,824.138031192255,0,0,0,314.387370594323,0,0,129.866283918054,434.582867540054,0,0,835.972341548317,33.2767534059797,0,348.932031309252,0,0,0,634.414839403057,569.354391907292,0,0,86.7582734562056,396.001083253397,93.9409669311893,17.200451316201,415.93514569309,0,56.1412435876995,184.756084782205,247.312420506693,359.830040292131,3.23602938547225,0,21.137456020462,0,143.53935318784,62.3726275577137,2094.06226034753,0,92.2309371744789,0,0,0,97.1972109070634,0,0,134.066678164416,0,71.9418731502041,0,0,331.953800769604,0,0,52.3368001636985,0,8.15110183754297,0,0,0,0,46.453172785439,0,245.450756392002,0,0,558.469669964931,0
"gene338",0,0,0,0,0,0,0,649.873648364888,0,0,0,0,0,4.67792568449267,29.4147804533589,0,0,0,0,0,116.830459688454,0,0,0,0,0,0,0,21.6940444383828,0,0,0,0,0,0,988.254008760246,0,0,0,0,0,50.7562467650904,372.463314708024,0,0,0,0,29.5626726491788,0,0,136.835985365145,0,0,865.624297304261,0,113.849822795255,0,524.915643084226,3266.78399342849,0,0,0,0,0,0,0,0,0,0,58.9293728503885,0,0,0,334.042398758567,0,38.7332705577435,26.3839509477322,0,0,14.1096426693584,25.9530005302583,1012.91801893952,0,119.559518379065,2403.37379256236,0,227.265367193816,0,6.0863586033838,0,0,0,0,0,0,286.730290370741,0.559486553418504,2303.04118144976,0,0
"gene339",68.6534174574963,0,51.0754373087869,0,89.2620938147625,4.12883202971811,0,0,0,0,0,0,4.76719059590012,0,7.2325754496402,0,0,102.336200664925,0,0,0,0,0,0,0,0,0,0,19.6833121638684,0,0,0,0,0,0,0,64.2116487131954,36.2697799552224,35.447973193684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3925419751633,20.6778509972369,0,28.4008307406125,65.7274411574466,0,0,0,0,96.3616089341616,111.23208925767,0,0,0,0,0,0,0,135.551982382778,0,11.9472430843434,0,192.220541719873,0,0,84.3769081145208,0,41.9067025767076,0,0,0,0,0,0,0,0,0,66.3877163998234,0,0,0,0,0,0,0,65.4985728907058
"gene340",0,0,0,0,0,72.591496451192,0,0,0,0,14.9342879400578,0,98.7504007901825,0,0,0,0,0,5.59453617246246,0,0,68.5801436714012,0,0,0,0,0,49.1777585477381,0,20.426179676428,0,0,0,0,0,0,0,0,0,0,0,32.3185334228668,0,0,0,0,0,15.5861923260676,0,0,0,0,4.6628395290708,0,2.93069650391004,0,0,0,0,0,0,0,160.893759329685,64.4053492308657,0,0,0,0,25.595899213077,7.62841233628579,0,0,0,0,0,0,0,149.473076190066,12.7769307938285,0,0,0,200.436782322353,0,0,0,0,0,0,0,0,0,0,0,0,59.5053458668828,0,0,0,69.6473012375187
"gene341",20569.8418994109,0,0,0,224.698056878904,0,0,0,0,0,409.312843363367,0,49.6082476475327,67.3664365231589,3606.35669248151,6.74945562042927,0,0,0,2075.20967338342,560.27497262359,0,106.320769159693,162.246048918768,0,0,0,0,0,0,0,0,0,0,16.7675787703695,3327.86730952481,0,0,0,0,0,0,0,0,0,0,0,0,153.493182208674,202.610112103462,0,17.7601078704255,782.953416647936,213.662250764838,0,567.589305442356,39.6733687602599,24.0048227964734,0,26.4896135588586,62.6722125676734,0,0,529.938957522387,12.486392478922,0,0,140.681052572182,0,403.096802243483,321.806967762493,0,0,919.683584647153,403.293763546054,0,611.646503423314,162.910541097507,0,0,50.7585815687018,483.24527215999,0,0,356.341278107285,109.564364460306,0,0,0,0,32.9858898417787,0,0,0,0,0,1357.82585768975,0,0,0
"gene342",0,0,13.3446008644731,0,0,0,0,0,0,0,0,0,5.97754726060089,0,0,0,0,0,0,0,0,0,8.41275569519312,0,0,15.3224340550383,0,0,0,0,0,0,34.6064920506311,0,0,0,0,0,0,39.253302531582,0,0,0,0,0,0,0,0,0,0,194.914498942022,0,0,0,0,1723.79409496855,0,0,0,0,0,6.70727589133384,0,0,0,0,14.3958426719508,0,0,0,0,0,45.6444662375288,0,0,0,0,0,0,0,222.935820674915,0,0,0,105.045888165004,0,0,0,0,18.9528944436139,0,0,0,0,0,0,0,0,0,0
"gene343",0,26.6332590505353,0,59.5862840782699,0,0,0,0,161.8601430091,0,74.2930259270957,0,0,0,0,404.268759726797,0,0,134.761694921781,0,298.885579185665,0,135.595896757491,86.0626069279186,0,0,0,0,0,110.124895254003,0,0,0,0,0,94.5390099338348,0,0,0,51.1845528650275,117.851522421855,82.7498462253838,0,0,1044.09679645858,18.1036816107773,65.3694980304385,0,96.8881819329391,0,0,0,23.2920248909181,28.3210301110884,0,127.090819162176,0,0,0,0,0,19.7822494083124,316.34115960381,0,17.9501341009348,0,0,0,0,0,1656.28442618925,0,0,0,0,0,0,0,55.8280666660277,2.79029362749,0,0,0,0,0,0,0,0,165.55197455718,0,0,0,0,0,0,0,17.4135358286959,0,0,6.6596418145678
"gene344",0,0,0,0,0,0,0,76.374706355193,0,0,42.8620043846117,0,0,0,80.2860841688161,0,31.0616968503559,0,0,0,0,0,50.7482934029134,0,59.5636543924933,0,0,0,79.8053999895705,30.6536325896368,0,0,0,0,0,0,0,63.3722775964805,0,2.27306830445082,0,0,0,0,0,0,78.147512596217,0,0,0,0,0,0,0,0,228.816861376606,0,0,180.415492382251,0,51.3809182377133,0,0,0,66.7804604452048,17.3444926747842,0,0,49.3155922771546,0,32.998064429575,80.7248112822192,0,0,0,101.803375724849,179.083346518274,0,0,0,314.636707896355,0,0,28.9150164762344,0,0,0,0,0,0,0,60.9305407489367,0,0,0,0,0,0,0,0
"gene345",5.21549098934025,0,4.57104286804802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75464190741403,0,0,0,0,0,0,0,0,0,0,0,0,0.573383852742997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene346",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.6732833968782,0,0,0,0,815.429521727841,0,1.08497714244493,0,0,0,0,0,0,4.30261579913638,0,0,0,0,21.8413238603097,1.94223457105344,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265360062010265,0,0,0,0,0,0,0,0,0,0.622724189642352,0,0,0,0,0,40.1589902495161,0,0,0,0,0,0,0,0,0,11.8229815384858,22.3532342737511,0,0,0,0,0,0,0,0,0,3.30230315116706,0,0,0,0,0,0,0,0,0,0,0
"gene347",0,0,0,0,0,0,4110.28874651842,110.697398494465,0,0,0,2.7989285735322,110.375404344044,0,0,77.0744060139561,0,848.687704151783,152.076291398082,207.9853490865,267.789325423318,0,70.7384155103347,0,306.700253822298,0,0,0,0,0,0,0,0,384.81805134649,0,0,0,0,0,0,216.203536415769,0,0,1217.6783452226,496.388683822951,506.043205467032,0,115.742870786755,0,37.7656976700132,0,0,1476.73853692205,0,173.542628826573,54.5893941695986,0,0,0,0,0,442.213167473242,15.4050894259506,99.7401919299864,25.388703201329,676.827915296134,0,0,19.7511744023514,0,0,0,136.603072519013,56.1571054910255,0,234.352506821236,172.193770458167,0,0,1344.13393558887,0,735.698003663362,400.403718274954,329.986421046803,0,0,552.687149190153,42.8660637591951,166.774389422945,111.358158178747,0,0,0,0,364.234969147144,0,0,0,0,0
"gene348",0,0,60.1630040288954,0,0,0,0,0,0,0,292.813967860491,0,0,0,0,0,61.1061213366769,16.0331880529905,0,48.9337317282403,0,28.7140265060659,0,0,0,0,3.70632541426289,0,0,0,0,27.2872053527012,10.9260374814645,0,0,0,0,65.7218578745547,0,0,0,0,0,0,0,0,0,1070.47867540626,0,19.6839774901797,37.2217792523119,30.179156012196,0,0,0,0,0,0,30.1052267859487,20.6085656452765,27.8181199554775,0,44.4571251608472,0,44.0102677785538,0,0,0,0,11.9691257723323,54.1169394569927,0,0.737480789086279,0,120.801942594577,0,0,0,0,0,0,0,0,0,0,498.858694809173,0,0,0,27.3879661238061,0,0,0,0,0,0,0,0,0,37.3063812444079
"gene349",0,279.751010230459,0,2932.53819175906,0,314.606640657554,0,0,0,0,26.4574562399332,66.8870788765242,819.38116366764,0,0,1775.91692354818,0,2598.22041476785,159.441050823539,0,0,115.218214505177,0,0,0,0,0,0,0,0,0,0,0,0,64.1145252043369,460.454104498962,272.585630782675,0,0,7351.22240964312,0,62.0184857036577,0,670.87204055495,0,22177.9430003321,0,0,0,0,0,60.1048750594305,0,0,0,183.349170732532,151.396767145756,345.475291444587,110.36866011077,0,3.82474045928285,0,1990.0388074614,0,0,5.53034420973809,0,0,244.591434209566,0,0,0,0,612.142498993997,0,0,0,830.014364864925,0,55.6132282473327,0,0,50.0486032882267,0,3.43592652009224,0,0,14.4348553933434,346.327913700562,0,17.6304716268451,0,0,218.721520504815,0,97.4111544499153,778.695837973885,0,29.9286168099148,0
"gene350",0,0,0,456.461163122528,0,698.373184979351,576.592611036412,7076.26273635352,203.759173288538,87.3530064381375,0,0,0,1654.59254807197,0,31295.9570480704,0,179.378364200581,0,0,29.6236601393877,3744.87755794863,348.02412346443,0,0,0,49.5054527283764,0,0,58.5689922971112,295.43175885283,125.830715927547,0,0,191.147273621322,0,348.231144503683,113.057708256784,0,632.301288621546,0,0,0,813.534740304451,0,4684.06329807832,392.550403854864,313.649351417878,570.209973193159,2300.4336451978,0,36130.581207272,0,446.780796568793,104.748203151696,8239.4235768375,0,0,2190.87587537797,2293.13522557695,0,0,0,0,64.4553509910469,1024.09388821904,2304.68921968485,205.992459075879,76.2570863041881,0,54.2459094146413,209.255644603339,0,206.855157870038,0,367.501155851818,0,45.3059542372511,81.8647753634157,0,1272.50681775173,0,480.54631462558,0,0,216.268449916636,0,0,1649.56639232634,0,0,2585.30189827981,5627.36269096172,0,0,0,0,380.277102841324,1646.52525561842,162.511750950678
"gene351",0,206.80036777555,5731.25520667943,795.283546954025,0,0,0,0,0,809.718717676175,0,465.304015530392,0,0,0,717.483925544611,0,0,1527.00894821421,319.748405825662,0,0,238.787518866898,149.723660152221,717.411402348951,173.967529002898,5302.16627152409,0,126.242922371357,0,2954.05239671234,531.098644893958,678.804526010862,1243.33637906653,140.261374727702,0,0,238.929007699179,0,1150.27491332228,1278.01064121246,90.4975653483735,0,303.980022922483,0,0,0,0,6448.79197897713,2232.00932731723,0,0,0,0,0,0,33.9677301010563,23.3565634778201,2004.40902419685,117.966517719169,0,362.185509370738,0,1396.18670150592,101.975265451766,23656.2199365529,0,0,80267.1482212216,95.0407724271986,569.960065527393,0,0,0,0,13.7894677128985,0,4023.71955186235,0,6022.33210665536,0,0,256.395524673579,0,4530.15114161491,0,25.4422320365388,15943.3895205082,385.761331807347,7.75050684517867,0,0,0,0,0,0,685.577931610726,2470.75455206041,0,0
"gene352",27.0163981421444,48.1743905720036,0,0,340.419380561307,0,0,89.4616225157514,235.384610933092,0,280.980296636285,0,51.8243803665046,0,0,0,33.2732197212225,0,23.4807325349664,182.438269687142,511.443185405404,102.348409152524,321.64044414155,0,24.3257343995568,0,0,6226.27714167906,0,71.4108143683769,0,0,0,0,0,0,0,0,0,0,0,0,90.9067344493561,64.6825027872977,0,126.041168495693,0,0,0,0,0,12.4428518586723,1.40594406830646,4843.37227455246,34.1613372190096,0,0,0,0,0,351.955273615866,0,44.7577562094497,0,0,0,0,387.63525446808,551.135856628713,0,0,0,186.903244406079,0,0,0,745.573125042957,153.76844130324,0,0,0,35.3179208300392,380.461554254264,0,0,4609.39255555628,230.120925212515,0,0,0,0,185.602329291399,0,0,0,0,1576.21599736834,0,0,0
"gene353",146.103283579495,0,0,0,0,0,0,118.170741749351,0,0,0,0,0,0,13.5003337654827,0,0,0,0,110.178134532621,0,38.1468088537553,0,0,0,0,0,143.891447124338,0,0,0,261.518563900857,195.601331945747,273.366541145041,0,11.7540491861219,0,0,0,0,10.0056536568166,144.723316310738,0,1135.89690513857,193.084480292248,0,73.5109455869786,159.535619722669,0,12.0634003472693,0,0,166.912105582151,164.682199541276,0,0,0,382.129539718026,0,0,0,211.214913763022,0,0,0,70.7120396348143,0,0,0,0,1384.57915622938,0,0,911.541558570333,0,0,0,0,0,0,61.1187686954147,0,163.93945835565,0,0,0,306.293131973507,800.227438707008,0,30.3533973091883,62.6239870697424,0,477.665193230635,279.003673649824,0,0,0,0,0,0
"gene354",0,0,35.2191338219342,527.349682116817,0,0,0,0,0,0,0,100.893512660532,0,52.2502870495732,31.9632580941388,0,0.842852810976523,0,180.295610928214,78.6348621054603,0,0,0,0,0,0,0,457.756766667381,34.8284647546928,0,59.6578666129149,0,0,0,0,0,0,0,71.3833526467713,0,0,0,0,221.375228448344,0,0,0,0,0,70.7398491747542,0,0,0,0,0,0,55.3191000746959,12.5738822279115,0,0,0,0,0,0,0,266.1831056186,13.5221408419096,0,282.719232404446,0,0,0,0,0,0,0,40.7758050550317,34.7306911024377,0,212.753976017794,0,0,0,8.51582932089832,0,27.3316525647815,0,0,24.6207524339083,0,107.61364866761,0,0,0,0,0,0,0,0,0
"gene355",0,0,0,0,0,500.692978737283,0,0,0,1102.17847319984,152.070738177082,1404.50927190912,0,300.239060709097,908.122507048189,184.453614503354,0,358.908096047669,1322.43201091198,94.3377029689426,637.115540342587,0,64.4708548419741,218.636590070527,1508.2542146867,0,1325.76489110802,0,0,0,343.780644070939,0,0,197.223574311329,58.3338329895056,0,0,0,137.871499222784,16.6700201353085,0,0,0,448.500839425126,922.384227471136,77.695286120119,531.449831807766,106.649005880092,0,375.823410449383,114.632966329131,1218.19940086959,0,0,0,574.212517277536,1409.68260406283,0,938.554016382631,0,3161.33544848374,0,22.2673224960258,0,1019.74785908901,586.728256162881,615.433849301751,242.551793222446,0,0,0,0,0,0,0,425.980276390422,131.818484408565,217.516125425458,0,0,46.3834649768771,190.173082248706,109.64935298621,565.828594692386,0,230.368864120994,0,0,0,0,106.323960747834,0,1446.2664284766,463.309307992965,0,0,0,0,0,0
"gene356",0,111.939035723442,0,0,152.298312587639,0,0,557.324213361551,0,118.435137123551,5127.37693922821,0,0,39.5762357639085,0,315.1369565547,0,0,575.07855518527,1453.53643892317,0,11.8790460078358,72.4763842606944,189.828154824804,0.377003058933595,0,0,0,0,0,12.4493616977508,0,0,33.4679582097866,0,0,0,0,0,0,0,0,0,0,453.24465092566,25.2631027252623,236.568283460841,0,0,0,0,268.151245406604,518.708692078309,0,0,0,66.2282334254511,136.467759571001,0,26.7121628897227,0,0,180.590965214288,0,0,0,0,0,0,0,0,0,0,554.004340467705,0,0,0,0,0,0,81.5976732700761,86.3934966146831,30.2899481222564,328.968975112535,183.51966577351,0,97.6511714610303,0,121.431109583389,0,0,0,1385.03901806215,0,1627.71398389689,0,390.873670077315,0,138.073379502864,0
"gene357",0,0,0,0,10.8725130602864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.1922673707994,0,0,74.5333956380132,0,1.98744505370206,28.9888497520997,0,0,0,15.0746143663993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.756122670758,0,0,0,0,1.34528850807796,0,7.25122447900814,0,0,0,0,0,11.4478774577989,0,0,0,0,0,0,0,0,0,0,0,0,0,7.04765532575698,114.641284516551,0,0,0,0,23.2023218359447
"gene358",0,0,0,0,0,0,0,0,161.64263316895,10.5040576272666,0,0,254.437125921468,0,0,43.4415766042523,0,0,0,0,19.1201552348358,97.3805104028711,14.0698651586946,0,0,0,375.354679313609,0,0,146.690306327881,0,29.1337602140654,0,0,0,0,0,1.48640872031822,28.5878953698789,0,0,0,0,0,0,0,0,55.642788149429,0,0,0,0,0,0,0,0,0,0,40.1864455413005,0,0,177.139828582925,118.686361526996,0,0,183.013865834679,0,0,0,0,0,0,0,0,0,0,236.169113724989,44.3035533144633,692.927422382333,0,124.958201870711,0,0,23.270073987353,0,0,0,0,14.1852184056543,0,13.2821487040193,0,882.246129557458,0,36.1352084635642,0,0,0,0,0
"gene359",0,0,0,0,0,0,0,0,0,0,0,7.20452687863036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.486822969741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.82919033153266,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271076042743539,0,0,0,0,0,0,0,0,0,4.41504285834484,0,0,0,0,0,27.0963822017764,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene360",0,33.2530523604734,99.3582216185253,10.2189744080299,0,146.8211311501,96.0851727036966,0,0,0,0,0,0,23.9680285080111,0,0,88.8119193164816,0,0,40.4602305899019,0,0,0,12.9985100221029,0,0,0,0,0,0,0,4.3246610593439,0,0,0,20.3896840337897,0,0,0,213.190614873885,1.4248659056591,0,0,0,0,0,0,0,855.536421442755,34.1035045417799,0,15.9425870222261,0,0,0,0,0,181.435628943797,0,0,0,0,0,721.563369769012,0,0,0,14.6645163818799,0,0,0,0,0,286.466692919802,21.2965509418728,81.2253185228283,1.2510444552048,67.4723028770804,0,0,0,0,0,52.5820128779984,0,20.0958109024057,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene361",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.815859912497319,0,3.31577034912594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene362",0,0,489.102929283018,0,86.7476401618901,420.329203802988,0,138.152332797752,0,413.750180518181,383.310989241783,0,0,261.039785643703,47.9425881546783,857.120735955499,0,0,0,0,0,0,0,0,0,0,108.750425645351,44.8592748521199,581.787073891272,0,0,0,0,0,182.768481663602,3375.10664614959,549.49197474769,128.11386763842,466.243020900818,0,0,661.887386631431,0,0,0,0,215.59962761077,45.1309255076167,0,0,666.149547562533,510.625345055354,71.4929380152141,830.832154046998,51.9565076448258,55.6213688092948,110.941572541133,339.788215455675,0,198.046035861754,2676.14847660947,135.757996597907,209.373756293513,3655.36328766245,0,0,0,0,0,206.457050232171,0,0,0,69.3270208456693,0,0,73.4357128555235,0,0,216.598445342266,2669.51016842167,1020.38226541088,0,336.64596059181,267.289682487908,892.387988759402,0,635.662915245382,0,0,0,0,0,0,909.732849034528,0,39.2872326008036,0,203.69555433233,0
"gene363",0,0,0,0,0,0,0,48.1268428854844,0,0,5.97238954588426,0,0,0,0,0.813756645454349,32.4272894280731,10.9670468296513,0,0,0,0,0,140.176953495678,0,0,0,34.4433528967912,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5976720740175,0,14.5587495060464,0,4956.95540644862,0,50.5060372424951,0,100.795222007499,53.7872834692138,0,0,0,0,419.307785779798,0,64.0756618119214,0,0,0,0,425.760052442756,0,0,0,0,0,0,23.4236093293269,0,0,0,40.433018475866,0,0,0,0,0,0,0,0,0,0,2.41607222120781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene364",0,0,0,0,0,0,0,0,0,0,0,56.7011858517043,0,226.262690678256,0,0,0,0,17.2481167134926,16.6543009065643,0,0,11.5916426113266,83.4103002503416,238.988201915678,0,0,0,0,13.9056613367906,0,0,0,0,0,0,0,0,0,0,0,57.8296064479074,0,0,45.2525309224551,78.3806469396448,0,0,0,0,0,47.4644535817367,0,0,0,0,0,0,0,25.2155781907894,252.878760770602,0,0,0,197.036601426972,405.687429744567,52.5961290052238,0,0,0,0,0,0,0,0,0,0,0,0,0,397.498755910119,0,0,0,0,0,0,0,0,0,0,0,24.1681139288751,0,12.832032044873,0,0,18.7821547741294,28.658655783768,0
"gene365",0,0,0,6.82259854474352,0,0,0,77.7425479469767,0,19.8813092209182,0,56.0152980932814,0,66.5086935388566,87.8771880328953,0,0,47.1363995895897,0,30.0672825068584,13.0936028091169,0,0,5.86172320676964,0,0,0,0,0,0,0,15.2385452710501,0,0,0,0,0,0,0,178.855811841786,0,0,0,0,0,0,0,0,50.7294772310094,0,0,0,0,0,0,0,9.58874538631137,0,0,0,0,0,55.8214917340426,13.9725551230495,0,0,0,25.8860464748051,0,0,0,23.8411180790251,0,0,8.22792085336411,130.396805001893,0,41.6337014426326,0,9.31615831289533,0,0,156.264162694077,42.0088350382387,0,0,0,0,130.438649510813,0,0,48.0631259121657,0,0,0,0,0,0,0,0
"gene366",0,0,1894.16755529929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394.156407902548,0,0,1648.70794772059,0,0,148.926830934904,0,27.9113077624424,0,3462.20506169579,535.294315999091,0,0,19.9973873643711,44.2034344912137,5.85406672322607,0,27.3110464643911,0,0,0,17.3193337748042,0,0,0,2582.49749415445,0,80.243594225533,0,12.1302415311859,120.2706044043,30.1421649042811,502.19934179342,0,0,0,3226.32144626168,0,1603.75616870208,0,0,0,0,0,581.425364519751,0,0,0,39.9348200288644,0,449.425749515036,11.0391569939975,66.4399451378016,4561.20809884272,0,0,0,105.539291933928,0,0,0,9.92990309956787,0,0,0,36.4437672375896,158.748335584993,252.881665046416,8.33780367897602,0,0,0,3410.34153137822,0,0,0,0,542.133664506104,0,288.240373495978,258.825321088667
"gene367",0,79.8253409111447,0,142.464926322978,208.757898888283,186.502951976105,0,329.026898800028,0,768.5946565929,0,0,188.26039027281,127.823192591866,0,0,0,0,213.60084961221,0,96.581958791344,169.28563203382,0,45.3379697081879,51.6860325236147,164.075335138601,0,0,0,0,0,0,160.818883536433,138.697634289176,0,0,299.066029889745,0,104.434033002128,0,0,0,0,0,213.072282605763,226.272330071667,0,0,0,0,224.160866818936,109.145910967125,117.611644729708,0,0,0,0,141.766501403419,327.297464126536,0,0,0,0,36.7943081713816,0,213.584803220982,0,146.257802712385,31.1636941709392,0,0,0,0,51.0658700538145,0,145.764852042205,0,0,0,0,149.041276770392,0,0,0,0,0,0,0,0,0,0,0,836.516741244954,0,0,122.248530237378,0,50.95074811288,349.762069447465,0
"gene368",0,0,0,127.449765842789,671.581653893397,1518.28829313645,0,490.233776684499,0,47.7655912994065,1086.43635179387,0,224.396196842992,0,0,0,56.7637318405132,0,14.119810642005,0,219.86603913184,0,0,0,750.187683415434,0,0,0,364.087786100835,0,0,3.38631812846875,7554.05548144051,47.8961935097728,0,0,0,0,299.889269160321,0,0,0,0,3.4214870269661,0,124.608928815375,0,0,0.722403842114465,175.73471667276,0,1350.24892132762,0,299.521338565072,208.934848478872,0,299.303661550396,0,0,0,1267.68333695427,30.3558712477468,163.129574032001,0,0,0,0,0,206.751227517341,0,0,0,0,307.59922790542,363.344568945074,19.6557354679373,0,0,0,0,0,0,0,0,0,0,208.141297289508,0,293.512389212686,0,16.4093541762473,0,0,0,72.4022238893905,149.26675902884,0,0,0,0
"gene369",18.8406308254949,0,0,0,9.46335081989021,0,95.8875426735336,0,0,860.671969955255,0,0,0,0,0,60.53073730749,0,0,0,0,44.5294466219843,0,0,0,0,118.426753765523,0,0,0,0,0,0,0,0,6.86746475251872,0,7.9965958140237,0,0,1.08373296097616,0,0,0,0,242.089493228558,0,0,0,0,41.9922861179203,0,21.4405284575623,0,0,0,0,13.0374195394305,0,0,0,0,10.2136120998098,0,0,0,0,14.947646825658,0,0,0,0,0,0,0,0,0,188.929127025053,0,0,0,0,0,0,0,0,0,0,229.094043588319,0,0,0,23.7142470896792,0,0,0,0,0,0,0,0
